Y,X1,X2,X3,X4
1,NA,-0.321697886132227,1.95444576512091,NA
1,0.791505658067763,-0.831552227830673,1.36606361088343,1
1,0.507059253985062,-0.312610958026437,1.65143587370403,1
1,NA,NA,1.93067310703918,1
0,0.114503775257617,0.00594895877269329,1.13113768352196,0
1,0.0915844507981092,NA,1.5296675581485,0
1,0.221682105679065,3.10011624353288,1.02083954960108,1
1,0.4748886290472,NA,1.98436627280898,NA
1,NA,0.313943814406343,1.4149003974162,0
1,0.40711247571744,NA,1.19796699774452,1
1,0.0413504221942276,1.37035892300552,1.56437272229232,1
1,NA,NA,1.30215718410909,NA
1,0.996996675850824,NA,1.8655979342293,NA
1,0.532458180794492,NA,1.85863029561006,NA
0,0.603266843827441,-0.250159843645475,1.27492496697232,NA
1,0.260050051612779,-0.401766456691664,1.80319493822753,NA
1,0.500802366062999,NA,1.8310258963611,NA
1,0.969793793279678,0.231826033573585,1.66888087778352,NA
1,NA,-0.153856537915497,1.66971506597474,1
1,0.149042500648648,0.563202255935176,1.10771607141942,NA
1,NA,-0.785049328965711,1.00294750370085,0
1,0.197290039155632,-1.3290657369529,1.66831576847471,0
1,0.534090315690264,NA,1.20683557237498,NA
1,NA,NA,1.54020749521442,NA
1,NA,NA,1.83197303302586,NA
1,0.628953594481573,NA,1.66649268823676,1
0,NA,0.444178741867431,1.28144799242727,1
1,0.0121499218512326,0.534545458892261,1.58332169661298,0
1,0.838271492393687,0.81756898973302,1.74357884004712,0
1,0.763464477146044,NA,1.24482976086438,0
1,0.763305638218299,-1.48490725078199,1.62663536518812,NA
1,NA,-1.67772236053466,1.00858681672253,NA
1,0.295069868210703,0.302104783985916,1.77943584206514,1
1,0.745864257216454,1.35467575965324,1.19307951559313,NA
1,0.894156072055921,0.0439937727295336,1.96355163003318,0
1,0.212219530716538,0.162521726934269,1.91321346419863,0
1,NA,0.0803431674380191,1.23956713173538,NA
1,NA,-0.131044322597261,1.39760598330759,NA
1,NA,NA,1.94317289721221,NA
1,0.102038251468912,NA,1.03636530437507,NA
1,0.000911828828975558,NA,1.74991305032745,NA
1,0.193752966588363,0.978144262445028,1.30047770659439,0
1,0.871888315072283,NA,1.67696017632261,NA
0,0.499258506577462,-0.162261568167443,1.58173051429912,NA
1,0.186769704800099,0.337576725622917,1.9397975935135,NA
1,0.268924953881651,-0.461293368942563,1.56246040156111,0
1,0.671505890320987,NA,1.8578872999642,NA
0,0.465916951652616,NA,1.81407835590653,1
0,0.858276469632983,2.03404138259813,1.0527807965409,1
1,NA,-0.453417396732827,1.94041704386473,NA
1,0.42766751605086,NA,1.35328220343217,NA
1,NA,NA,1.13136392249726,1
1,0.725998770911247,NA,1.45014693099074,NA
1,0.850722013739869,NA,1.54352713143453,0
1,0.0142710744403303,NA,1.31275417655706,1
1,0.765444241231307,NA,1.61260441620834,NA
1,0.721404093550518,-0.48738071064244,1.15981903299689,0
1,NA,1.66170445395378,1.6858515185304,NA
0,0.743863052455708,NA,1.29059958388098,1
0,NA,-0.110447972766918,1.02358877565712,0
1,0.617152279708534,-0.547351415258217,1.40354528021999,NA
1,0.451436909846961,0.00508722364151393,1.56278303428553,NA
1,0.599118919111788,NA,1.59431194048375,1
1,NA,NA,1.12966171954758,NA
1,0.695198945235461,NA,1.67717230203561,NA
0,NA,NA,1.41715557733551,NA
1,0.87890295102261,NA,1.13725193822756,1
1,0.777338927844539,1.22404540903673,1.50380856846459,NA
1,0.993077243911102,0.0970706253684808,1.89762973831967,0
1,0.914649630198255,-1.72194966307901,1.14288977417164,NA
0,0.892897627782077,NA,1.12736384617165,NA
1,0.277465705294162,0.493262074434356,1.57601029425859,NA
1,0.349278265843168,0.650148070201748,1.69623651588336,0
1,0.405791555531323,-0.611352242596958,1.27682939660735,0
1,0.439468007301912,NA,1.28258645860478,1
1,0.542997258948162,1.32561818068663,1.58358936733566,1
1,0.0773353625554591,0.485804087164257,1.20861745323054,NA
1,0.136904801474884,NA,1.92774795484729,NA
0,0.114346413407475,1.2831012528735,1.48482118942775,1
0,NA,1.43843305853932,1.44967900076881,1
1,0.691449214704335,NA,1.58797936607152,NA
1,0.937908205203712,-1.98091329296259,1.16408998565748,NA
1,0.207681130385026,NA,1.35006422153674,NA
1,0.328872963553295,0.0694216872429927,1.04106820258312,NA
1,NA,NA,1.32403938891366,NA
1,0.491524865617976,1.3742475317852,1.00594369624741,0
1,0.714026689063758,NA,1.65964119648561,0
1,NA,0.642138781441237,1.09341776464134,NA
1,0.00220793369226158,-0.0380915417681892,1.02739067561924,NA
0,NA,2.04315261732285,1.45321223931387,NA
0,0.0159755046479404,NA,1.33702786522917,1
1,NA,1.17405591838029,1.07745344866998,1
1,NA,NA,1.31614289642312,NA
1,0.660468012327328,NA,1.67422068468295,0
1,0.18943685409613,-1.01925837759964,1.71305042575113,0
1,NA,0.129290021454276,1.2340899980627,NA
1,0.648295522900298,-0.27532686111974,1.62102445983328,NA
1,0.201745190424845,0.7650733063576,1.81973068648949,NA
1,NA,NA,1.99987047724426,NA
1,0.391486581647769,NA,1.91473491489887,NA
0,0.418999595800415,NA,1.45083701866679,NA
1,NA,-0.523541111722904,1.13080441043712,NA
0,0.933201789623126,NA,1.55998815502971,NA
1,0.84406946436502,-1.12984297308533,1.02284346963279,NA
1,0.765976555878296,NA,1.00460963207297,0
0,NA,1.73815838144978,1.15535339270718,0
1,0.824256683001295,1.10116871976041,1.74962956830859,NA
1,NA,NA,1.5900365950074,NA
1,0.488328519975767,-0.951807677091177,1.77810945757665,NA
1,0.866871991427615,NA,1.21950059686787,NA
1,0.578894225414842,0.375651571906874,1.58320260164328,1
1,0.365247882669792,1.04195088365275,1.3836616857443,0
0,NA,NA,1.41063549579121,NA
1,NA,NA,1.19162916904315,NA
1,NA,NA,1.23493665759452,NA
1,NA,-1.14943592459862,1.72591607226059,0
1,NA,NA,1.69857695070095,NA
1,NA,-2.30696349791125,1.369631849695,0
1,NA,NA,1.71368443313986,NA
1,0.99927099281922,0.269220676764802,1.75509965489618,0
1,0.917290262179449,1.16592954662804,1.82563077937812,0
1,NA,-1.15771266011304,1.49171162792481,NA
1,0.0232193565461785,NA,1.6912324023433,0
1,NA,NA,1.49953357316554,NA
1,0.236564848804846,-0.285157664067852,1.22511442727409,NA
1,0.414514661533758,1.01551474706933,1.55947384284809,1
1,NA,NA,1.28257802082226,NA
0,0.813434940762818,NA,1.07313003763556,NA
1,0.00382610992528498,0.613312474579027,1.93066115956753,NA
1,NA,NA,1.24102213606238,NA
1,NA,NA,1.41023046593182,1
1,0.0802287759725004,NA,1.9425254734233,0
1,0.140249992720783,NA,1.19664523005486,NA
1,0.41193416598253,-0.0463564723155585,1.32882635109127,NA
1,NA,NA,1.21630928921513,NA
1,0.177525863284245,NA,1.68820807314478,NA
0,0.318918923381716,-0.286272499168831,1.01223817351274,NA
1,0.309227778576314,-1.29710805219132,1.51042443793267,0
1,NA,NA,1.46968048298731,0
1,0.444719657069072,NA,1.3473097756505,NA
1,0.198633266147226,0.168141460022405,1.24912008713,0
1,NA,-1.80613326997938,1.47698174323887,NA
1,NA,-0.473366457057152,1.09543752111495,NA
1,NA,NA,1.32755249040201,NA
1,0.00495125167071819,-0.0493680707337219,1.64112218678929,0
1,NA,0.662312113762111,1.03949005412869,NA
1,NA,NA,1.65397154958919,0
1,0.411040073493496,0.635159323210656,1.80437903059646,1
1,0.497591622173786,-0.307014357931365,1.064507314004,1
0,0.858709409367293,NA,1.0660156456288,0
1,NA,NA,1.5204193519894,NA
1,NA,-1.52582945866702,1.90585872670636,1
0,0.470716357463971,-0.0784780689377237,1.15601302357391,NA
1,NA,0.450402879364947,1.1743705549743,0
0,0.453577796695754,NA,1.16204038192518,NA
1,NA,NA,1.281212950591,0
1,0.19249034486711,NA,1.33523503690958,1
1,0.603391707409173,1.57406284493072,1.65683556953445,NA
1,0.224311848403886,-0.0305233494743314,1.74664549529552,NA
1,0.553475179476663,NA,1.68960991618223,NA
1,0.355552096385509,1.69677194076813,1.48313965112902,1
1,0.0524653347674757,-0.867378651497276,1.03979803691618,NA
1,0.695993447676301,-1.06432032514352,1.32993239746429,NA
1,0.937168768141419,-0.660267350533289,1.12565588811412,NA
1,NA,-0.35576390116037,1.91238788398914,NA
1,NA,-1.95359530531061,1.01906342618167,NA
1,NA,-0.391389217111792,1.84012015885673,NA
1,0.283690994838253,NA,1.93917617830448,NA
0,0.463266202947125,NA,1.83303934987634,NA
1,NA,-0.284158549093251,1.14890510751866,NA
1,0.524483391083777,-1.24095616581953,1.48611824330874,1
1,0.73315800097771,0.334203631830418,1.2348728524521,NA
1,0.717965331859887,0.182804367957951,1.39597117179073,NA
1,NA,NA,1.88120177271776,0
1,NA,-1.02218430353924,1.63855120167136,NA
1,0.113150570075959,NA,1.35873151244596,NA
1,0.733208030462265,NA,1.00989728770219,0
1,0.457717093639076,-0.818789893932934,1.2038082650397,0
1,NA,NA,1.32893286761828,0
0,0.552220568293706,0.661461569756459,1.37948569678701,0
0,0.13210517517291,1.59602155231666,1.10593004035763,1
0,0.446050421567634,NA,1.35594925284386,NA
0,NA,-1.27834805006742,1.21297272155061,NA
1,0.44968801131472,NA,1.78304751659743,1
1,0.916281701298431,NA,1.4053359341342,NA
0,NA,0.0780589002263648,1.1875337974634,0
1,0.779007781529799,0.683656929177811,1.23322914238088,1
1,0.908625369658694,NA,1.37976707937196,0
1,0.611311454093084,NA,1.40214538411237,0
1,NA,-0.108395073644152,1.77147094206885,NA
1,0.715272981207818,NA,1.8991059162654,NA
0,NA,NA,1.18218075740151,1
1,0.00184099632315338,0.247960223918786,1.82737297937274,NA
1,0.795146770076826,0.0531951235526216,1.13109504198655,NA
1,0.198057272937149,NA,1.113019074779,NA
1,0.856011239346117,NA,1.96276968857273,NA
1,0.682840545894578,NA,1.78422064194456,NA
1,0.863655558321625,0.683872478589095,1.3295172106009,1
1,NA,-0.935277910000453,1.0393091996666,NA
1,NA,NA,1.98525895946659,NA
1,0.444541806122288,NA,1.52902140258811,1
1,NA,-0.547903932743973,1.5240387711674,NA
1,0.1725785410963,NA,1.23604908282869,NA
1,0.55911541567184,-1.58900178308961,1.66035719774663,NA
1,NA,0.76008648993052,1.82580398628488,NA
1,0.993848150596023,0.95824858267463,1.97379637486301,NA
1,0.295185450231656,0.774825585751056,1.98764517251402,1
1,0.120178699726239,NA,1.58593449904583,NA
1,0.385109273018315,NA,1.81732965866104,NA
1,0.169391369912773,-0.280420861002489,1.00372714642435,NA
1,0.223368166945875,-1.12906647955729,1.33646300947294,NA
1,0.735385986976326,NA,1.64628625591286,NA
1,0.697801907779649,-0.405526437353935,1.70294329454191,0
1,0.311104685999453,NA,1.39701881678775,NA
1,0.750840105814859,NA,1.79481522156857,NA
1,0.41670806077309,-0.553418359780037,1.61175955203362,NA
1,NA,NA,1.55140401283279,NA
1,0.659376967698336,-0.017910651834531,1.30694231833331,NA
1,0.492390150204301,-0.639662664172434,1.53871769295074,NA
1,0.205574140883982,NA,1.08990897401236,1
1,0.937946910504252,NA,1.67301003145985,NA
1,0.790005695540458,-1.77762025883036,1.74611153197475,1
1,NA,0.373297403717327,1.80471125105396,NA
1,NA,0.552400175444182,1.7711544574704,NA
0,0.353189043700695,0.476967531586067,1.76435893541202,0
1,0.131128287641332,NA,1.52878502407111,1
1,0.668814980890602,NA,1.6677983943373,NA
1,0.100278144935146,NA,1.60559323034249,1
0,NA,NA,1.56043367739767,NA
1,0.994408224709332,-0.823167328475889,1.32403183612041,1
1,0.50383143289946,NA,1.84342328435741,NA
1,NA,NA,1.54929123795591,NA
1,NA,1.63760652182416,1.69695760821924,0
1,0.0549187927972525,1.26867908085588,1.07026785193011,NA
1,0.842806270578876,-0.51942158666924,1.1500528792385,NA
1,0.611804118612781,0.337571465863771,1.94211680511944,1
0,NA,-0.560567153725028,1.81554308976047,0
1,0.149458911502734,0.566608050599522,1.96915766550228,NA
1,NA,-0.842275729508118,1.2882063195575,0
1,NA,0.510099920439738,1.89825448254123,1
1,0.923425573389977,NA,1.97728208941408,0
1,0.178839828586206,NA,1.67113533988595,0
1,NA,NA,1.58812554646283,1
1,NA,-1.33664608092747,1.08380155707709,NA
1,0.556516178650782,0.401552976543395,1.99003762332723,0
1,0.449475668836385,0.0988030510369144,1.10200233431533,NA
1,0.247561407508329,NA,1.15829141857103,1
1,NA,-0.149298747235413,1.88969641667791,NA
1,NA,-1.86101456951086,1.14917281386442,NA
1,0.333223773399368,NA,1.58437312347814,0
1,0.442269576247782,-0.0100567030987174,1.86673117964529,NA
1,NA,-0.419409057171341,1.71466326224618,NA
0,0.0351592723745853,NA,1.96947624650784,NA
1,NA,NA,1.61567664169706,NA
1,0.748594982083887,NA,1.38178224442527,1
1,NA,NA,1.17593820020556,1
1,0.694974950980395,-0.881329974349834,1.52975311153568,NA
0,0.0506694007199258,0.0185357380314718,1.58746016980149,1
1,0.515211359132081,NA,1.26454509841278,NA
1,0.900027977535501,1.23870708419096,1.17817069450393,NA
1,NA,-1.7203941839277,1.26233596517704,NA
1,0.392056340351701,-0.47653770472507,1.64884960721247,0
1,NA,NA,1.57683516084217,1
1,0.597218084149063,0.670591902951571,1.87446064827964,NA
1,0.638669274747372,-0.436276718060511,1.21725688944571,NA
0,0.301728670485318,-0.619151626593994,1.31747012003325,NA
1,NA,0.365024141155011,1.71466782642528,NA
1,0.443290085298941,0.932881947441348,1.8290825241711,1
1,0.764811269240454,-1.01845745754202,1.30123086157255,NA
1,0.139519926859066,NA,1.28401945577934,NA
1,0.40024658315815,0.0436522907188123,1.07138903043233,0
1,0.393162749707699,NA,1.37462230864912,NA
0,NA,NA,1.52738208416849,1
1,NA,-0.917852951909636,1.51760304882191,NA
1,0.984755752142519,0.00725265166829387,1.36403144593351,NA
1,0.0923574115149677,-0.480901895802006,1.46214144281112,NA
1,NA,NA,1.93782949238084,NA
1,0.700517963850871,1.12941433593151,1.11384252365679,0
1,NA,0.973835270609476,1.5960948439315,1
1,0.312936309026554,NA,1.60803682613187,1
0,0.552355265710503,-1.51858618080765,1.48172784387134,NA
1,NA,NA,1.57409989694133,NA
0,0.681123723974451,NA,1.97131628566422,NA
1,0.887842579744756,0.344247661220562,1.39597933250479,NA
1,0.74716790439561,1.08187641482903,1.80078493291512,NA
1,0.335480042733252,NA,1.13743201084435,0
1,0.892953199567273,NA,1.81060783262365,NA
1,0.0734121720306575,-0.0412951832582682,1.09303112584166,NA
1,0.514300389913842,0.157199704253489,1.55944085144438,NA
1,0.222753997659311,-0.25067937700937,1.62604386406019,NA
1,0.00848721293732524,-0.946730278938915,1.15616938611493,0
1,0.315016665030271,1.45579773885214,1.61936964699998,1
1,0.657305776840076,1.2266189343118,1.95124393235892,1
1,0.853120067156851,-0.449949899674314,1.66834100778215,1
0,0.0548785824794322,1.07798416745439,1.72804607381113,0
1,0.238940278301015,0.465628691208924,1.13931089499965,0
1,0.387927569216117,NA,1.19575349986553,NA
0,0.0544887622818351,NA,1.05451309075579,0
1,0.613393043866381,0.0468431344641026,1.05597312701866,NA
1,0.871664322912693,0.622831829689077,1.08421283680946,NA
1,0.546778246527538,0.0111190521829354,1.3077356396243,NA
1,0.250644877552986,NA,1.30548803065903,NA
1,0.897088316036388,-0.0928411296056691,1.87108633504249,NA
0,0.898025313392282,NA,1.73998810118064,NA
0,NA,-1.18866272699576,1.9353594800923,NA
1,0.803306836402044,0.48692870783196,1.18955826829188,0
1,NA,-0.677322737589993,1.34726806101389,NA
0,NA,-1.04458158079608,1.01526132714935,0
1,0.756517824251205,NA,1.31867337087169,NA
1,0.635044738650322,0.155730489518413,1.1458804346621,NA
1,NA,NA,1.95759623637423,1
1,NA,NA,1.1369673081208,NA
0,0.77424429776147,NA,1.24747971724719,NA
1,0.163186396937817,NA,1.8460499139037,NA
1,NA,NA,1.63031821488403,0
1,0.722359997453168,-0.319219938464823,1.81076919101179,NA
1,NA,NA,1.65491237235256,NA
1,0.792041421402246,0.0430474591537762,1.45631374721415,NA
1,NA,1.7707012007523,1.20429750555195,0
1,NA,-0.275362438981613,1.61139094037935,0
1,NA,NA,1.9182923224289,NA
1,0.278755142120644,NA,1.81108792731538,NA
1,0.403284535510466,-0.37590868642927,1.01895164186135,NA
1,0.701267727185041,NA,1.88599483389407,NA
1,NA,-0.171266109318324,1.43322811974213,NA
1,NA,-2.03913810410671,1.97544341837056,NA
1,0.0164429468568414,NA,1.99314333684742,NA
1,0.257774951169267,0.440541284599611,1.66455484135076,NA
1,NA,-1.37965154495252,1.91395143279806,NA
1,0.174585806205869,0.463604468313873,1.06183043122292,0
1,NA,0.782288557548912,1.43321420135908,1
0,0.43453603121452,0.791035906228409,1.3982713802252,NA
1,0.0572120568249375,NA,1.08921571006067,NA
1,NA,-0.503905982865463,1.33397005544975,NA
1,0.616550905164331,NA,1.71652504429221,NA
1,0.410962469642982,NA,1.59859364759177,NA
0,NA,NA,1.4038319629617,1
1,NA,-0.188066511853356,1.73608151637018,0
0,NA,1.24970270798375,1.22968738409691,0
1,0.348654908593744,NA,1.67254039319232,NA
1,0.618845051387325,NA,1.73477025819011,1
1,0.46295805205591,NA,1.84063387126662,NA
0,0.763097115326673,0.752801530951202,1.12623739009723,NA
1,NA,-0.177869023687062,1.45750689553097,NA
1,0.0680639774072915,NA,1.41392949200235,1
1,0.578244371106848,-0.616231278749944,1.17473499034531,0
0,NA,NA,1.65078670275398,0
1,0.693573222961277,1.47295960147802,1.13004270521924,1
1,0.525595301296562,0.903202475167098,1.21125720907003,0
1,0.0792588458862156,NA,1.12368921237066,NA
1,0.503400159534067,NA,1.29287010640837,NA
